UID,Titulo,Dueño,UID del dueño,Etapa de publicación,Público,Estado de aprobación,Origen,Tipo,Categoría,Etiqueta,url,API,Fecha de creación (UTC),Fecha de última actualización de datos (UTC),Dominio,Recurso Derivado,Vistas,Descargas,Número de Filas,Número de Columnas,Correo Electrónico de Contacto,Licencia,Atribución,Enlace de Atribución,Nombre del Recurso Publicado,UID del Recurso Publicado,UID del conjunto de datos superior,Common Core: Publisher,Información de Datos: Fecha Emisión (dd/mm/aaaa),Common Core: Contact Name,Common Core: Language,Common Core: Contact Email,Common Core: License,Common Core: Issued,Información de la Entidad: Sector,Common Core: References,Información de la Entidad: Nombre de la Entidad,Common Core: Public Access Level,Common Core: Bureau Code,Common Core: Described By,Common Core: Update Frequency,Información de Datos: URL Normativa,Información de la Entidad: Departamento,Información de la Entidad: Autor,Información de la Entidad: Orden,Common Core: Program Code,Common Core: Last Update,Common Core: Homepage,Common Core: Unique Identifier,Información de la Entidad: Área o dependecia,Información de Datos: Fecha Emisión (aaaa mm dd),Información de la Entidad: Área o dependencia,Información de la Entidad: Municipio,Common Core: Geographic Coverage,Información de Datos: Frecuencia de Actualización,Información de Datos: Idioma,Common Core: Theme,Información de Datos: Cobertura Geográfica,Información de Datos: URL Documentación
6qs5-a357,Repositorio de Carga Datos Abiertos (Solo Adminsitradores),Ministerio de Tecnologías de la Información y las Comunicaciones,r4qn-dwdd,published,private,not_ready,official,dataset,,,https://www.datos.gov.co/d/6qs5-a357,https://www.datos.gov.co/resource/6qs5-a357.json,11/10/2016 06:26:34 PM,05/08/2018 09:14:52 PM,www.datos.gov.co,false,254,30,58,2,,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,,,,,,,,,,,,No Aplica,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2016-10-11,Ministerio de Tecnologías de la Información y las Comunicaciones,Bogotá D.C.,,Trienio,Español,,Internacional,
dart-h27n,"Graduados formación técnica TIC, IES",OCyT,mfya-k3m2,published,private,not_ready,official,href,"Ciencia, Tecnología e Innovación",graduados formación técnica profesional tic,https://www.datos.gov.co/d/dart-h27n,,07/14/2016 10:48:46 PM,07/14/2016 10:48:46 PM,www.datos.gov.co,false,25,1,,,,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,,,,,,2016-04-04 15:59:29.953,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2016-04-04,MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Bogotá D.C.,,Mensual,Español,,Nacional,
3s7h-zzup,Gráfica por ciudad Beneficiarios Convenios Talento TI 2012 - 2016,Ismael Perdomo,7nac-bdu3,published,private,not_ready,official,chart,"Ciencia, Tecnología e Innovación","icetex,talento ti,mintic",https://www.datos.gov.co/d/3s7h-zzup,https://www.datos.gov.co/resource/3s7h-zzup.json,06/23/2017 02:43:33 PM,06/23/2017 03:16:45 PM,www.datos.gov.co,true,104,5,514,,,Creative Commons Attribution | Share Alike 4.0 International,Fortalencimiento a la Industria TI - FITI,http://www.talentoti.gov.co/,,,y77w-v3k8,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de la Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2017-06-23,Fortalencimiento a la Industria TI - FITI,Bogotá D.C.,,Mensual,Español,,Nacional,
d2v8-vpdg,Indicadores Año 2016 2017 Ciudadanía Digital,Ministerio TIC Oficina TI Gestión de Informacion,cw5t-ib5h,published,private,not_ready,official,dataset,"Ciencia, Tecnología e Innovación","apropiación,ciudadanía,cursos,formación,transformación,innovación,inclusión",https://www.datos.gov.co/d/d2v8-vpdg,https://www.datos.gov.co/resource/d2v8-vpdg.json,09/08/2017 07:51:26 PM,09/11/2017 08:23:32 PM,www.datos.gov.co,false,507,69,12672,18,,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,http://www.ciudadaniadigital.gov.co,,,,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2017-08-31,Apropiacion,Bogotá D.C.,,No aplica,Español,,Nacional,
vcm6-8ea3,"Programas doctorado TIC, OCDE",OCyT,mfya-k3m2,published,private,not_ready,official,href,"Ciencia, Tecnología e Innovación",programas doctorado tic,https://www.datos.gov.co/d/vcm6-8ea3,,07/14/2016 10:42:52 PM,07/14/2016 10:42:52 PM,www.datos.gov.co,false,77,1,,,,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,,,,,,2016-03-30 11:48:43.637,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2016-03-30,MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Bogotá D.C.,,Anual,Español,,Nacional,
894n-3hmf,Comentarios de la campaña #ColombianasEmpoderadas,urnadecristal,e6y4-a8hd,published,private,not_ready,official,dataset,Participación ciudadana,"interacción,participación,gobierno abierto,empoderadas,redes sociales,urna de cristal,día de la mujer,datos abiertos,colombianas,colaboración,mujeres",https://www.datos.gov.co/d/894n-3hmf,https://www.datos.gov.co/resource/894n-3hmf.json,04/23/2018 09:49:15 PM,04/23/2018 09:49:18 PM,www.datos.gov.co,false,16,9,4,8,info@urnadecristal.gov.co,Open Data Commons Public Domain Dedication and License,Urna de Cristal,http://www.urnadecristal.gov.co,,,,,,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2018-03-13,Urna de Cristal,Bogotá D.C.,,No aplica,Español,,Nacional,
jtvz-kgpg,Comentarios Campaña #Activados,urnadecristal,e6y4-a8hd,published,private,not_ready,official,dataset,Participación ciudadana,,https://www.datos.gov.co/d/jtvz-kgpg,https://www.datos.gov.co/resource/jtvz-kgpg.json,01/17/2020 03:05:01 PM,01/17/2020 03:08:02 PM,www.datos.gov.co,false,23,9,375,6,,Creative Commons 1.0 Universal (Public Domain Dedication),Urna de Cristal,,,,,,,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2019-12-31,Urna de Cristal,Bogotá D.C.,,No aplica,Español,,Nacional,
wsrw-hr5d,ZONAS WIFI GRATIS PARA LA GENTE - 20190331,Dirección de Promoción TIC,7p6t-6b3u,published,private,not_ready,official,dataset,"Ciencia, Tecnología e Innovación","puntos de acceso a internet gratis,conexión a internet,conexión gratis,conexión gratis a internet,dirección de promoción tic wifi,hotspot gratis,internet gratuito,internet wifi gratis,mintic wifi,mintic wifi gratis,navegación gratis,puntos de internet,red pública de conexión a internet gratuito,sitios wifi gratis,sitios wifi gratuitos,totems wifi.,totems wifi gratis,ubicación zonas wifi gratis,wifi,wi-fi,wifi gratis,wifi gratis colombia,wifi gratis nacional,wifi municipios,wifi territorio nacional,zonas wifi,zonas wi-fi,zonas wifi en colombia,zonas wifi gratis para la gente,zonas wifi por departamento,zonas wifi por municipio",https://www.datos.gov.co/d/wsrw-hr5d,https://www.datos.gov.co/resource/wsrw-hr5d.json,12/13/2019 06:45:00 PM,12/13/2019 07:22:50 PM,www.datos.gov.co,false,747,209,1916,23,aruiz@mintic.gov.co,Creative Commons Attribution 4.0 International,Ministerio de Tecnologias de la Informacion y las Comunicaciones/ Direccion de Promocion TIC,,,,,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,20190331,Ministerio de Tecnologias de la Información y las Comunicaciones/ Direccion de Promocion TIC,Bogotá D.C.,,No aplica,Español,,Nacional,
nvip-qz3b,"Empresas servicios TIC, cooperación, proporción",OCyT,mfya-k3m2,published,private,not_ready,official,href,"Ciencia, Tecnología e Innovación",relaciones para realizar actividades conducentes a la innovación,https://www.datos.gov.co/d/nvip-qz3b,,07/14/2016 10:52:19 PM,07/14/2016 10:52:19 PM,www.datos.gov.co,false,21,0,,,,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,,,,,,2016-04-07 11:18:57.39,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2016-04-07,MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Bogotá D.C.,,Anual,Español,,Nacional,
ug38-yw94,"Matriculados profesional TIC, IES",OCyT,mfya-k3m2,published,private,not_ready,official,href,"Ciencia, Tecnología e Innovación",matriculados formación profesional tic,https://www.datos.gov.co/d/ug38-yw94,,07/14/2016 10:41:50 PM,07/14/2016 10:41:50 PM,www.datos.gov.co,false,13,1,,,,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,,,,,,2016-03-30 08:49:21.673,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2016-03-30,MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Bogotá D.C.,,Anual,Español,,Nacional,
f76e-xjpw,"Montos proyectos CTI TIC, proporción",OCyT,mfya-k3m2,published,private,not_ready,official,href,"Ciencia, Tecnología e Innovación",monto proyectos cti en tic,https://www.datos.gov.co/d/f76e-xjpw,,07/14/2016 10:50:38 PM,07/14/2016 10:50:38 PM,www.datos.gov.co,false,25,1,,,,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,,,,,,2016-04-05 10:13:06.8,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2016-04-05,MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Bogotá D.C.,,Anual,Español,,Nacional,
x4zn-dc28,Comentarios Campaña #HoyYMañanaBEPS,urnadecristal,e6y4-a8hd,published,private,not_ready,official,dataset,Participación ciudadana,,https://www.datos.gov.co/d/x4zn-dc28,https://www.datos.gov.co/resource/x4zn-dc28.json,07/18/2019 09:47:42 PM,07/18/2019 09:52:30 PM,www.datos.gov.co,false,40,11,76,6,,Open Data Commons Public Domain Dedication and License,,,,,,,,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2019-07-18,Urna de Cristal,Bogotá D.C.,,No aplica,Español,,Nacional,
55yq-w959,"Matriculados técnicos TIC, IES",OCyT,mfya-k3m2,published,private,not_ready,official,href,"Ciencia, Tecnología e Innovación",matriculados formación técnica profesional tic,https://www.datos.gov.co/d/55yq-w959,,07/14/2016 10:42:34 PM,07/14/2016 10:42:34 PM,www.datos.gov.co,false,10,1,,,,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,,,,,,2016-03-30 10:49:17.103,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2016-03-30,MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Bogotá D.C.,,Anual,Español,,Nacional,
kpf5-9tk8,"Programas profesional TIC, entidad territorial",OCyT,mfya-k3m2,published,private,not_ready,official,href,"Ciencia, Tecnología e Innovación",programas formación profesional  tic,https://www.datos.gov.co/d/kpf5-9tk8,,07/14/2016 10:44:55 PM,07/14/2016 10:44:55 PM,www.datos.gov.co,false,19,1,,,,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,,,,,,2016-03-31 10:07:19.62,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2016-03-31,MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Bogotá D.C.,,Anual,Español,,Nacional,
c859-imh8,"Proporción empresas servicios, TIC relación SNCTI",OCyT,mfya-k3m2,published,private,not_ready,official,href,"Ciencia, Tecnología e Innovación",fuentes de información para innovaciones,https://www.datos.gov.co/d/c859-imh8,,07/14/2016 10:52:01 PM,07/14/2016 10:52:01 PM,www.datos.gov.co,false,29,1,,,,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,,,,,,2016-04-07 11:02:23.967,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2016-04-07,MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Bogotá D.C.,,Anual,Español,,Nacional,
2xjh-t22j,Prueba activos de información,andresval,865h-e5xe,published,public,approved,official,dataset,Estadísticas Nacionales,,https://www.datos.gov.co/d/2xjh-t22j,https://www.datos.gov.co/resource/2xjh-t22j.json,09/07/2022 08:15:25 PM,12/05/2022 04:26:00 AM,www.datos.gov.co,false,65,8,40752,35,,Creative Commons Attribution 4.0 International,Mintic,,,,,,,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2022-09-07,Dirección Gobierno digital,Bogotá D.C.,,Semestral,Español,,Nacional,
vsry-d42y,"Impulso en el desarrollo de Territorios y Ciudades Inteligentes, Fusagasugá 2019-2020.",oeduarte,gmwx-5xcj,published,public,approved,official,chart,"Ciencia, Tecnología e Innovación",,https://www.datos.gov.co/d/vsry-d42y,https://www.datos.gov.co/resource/vsry-d42y.json,09/20/2021 03:55:00 PM,05/24/2022 10:03:16 PM,www.datos.gov.co,true,105,1,,,,,,https://www.datos.gov.co/d/rtai-k9uh,,,45ev-seft,,,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,https://estrategia.gobiernoenlinea.gov.co/623/w3-propertyvalue-7650.html,Bogotá D.C.,,Nacional,,,,,,2020-09-22,Dirección de Gobierno Digital,Bogotá D.C.,,Anual,Español,,Municipal,https://estrategia.gobiernoenlinea.gov.co/623/w3-propertyvalue-14714.html
3gyh-9fzn,Comparativo índice Gobierno Digital Fusagasugá 2019,oeduarte,gmwx-5xcj,published,public,approved,official,filter,"Ciencia, Tecnología e Innovación",,https://www.datos.gov.co/d/3gyh-9fzn,https://www.datos.gov.co/resource/3gyh-9fzn.json,09/20/2021 02:40:48 PM,10/15/2021 04:25:10 PM,www.datos.gov.co,true,70,18,9,,,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,https://www.datos.gov.co/d/4w7d-yduq,,,4w7d-yduq,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2021-03-23,Dirección de Gobierno Digital,Bogotá D.C.,,Mensual,Español,,Nacional,
5gwr-9wyw,Vista Número de Servidores y Ciudadanos Formados en Datos Abiertos,Ministerio de Tecnologías de la Información y las Comunicaciones,r4qn-dwdd,published,public,approved,official,filter,"Ciencia, Tecnología e Innovación","datosabiertos,capacitaciones",https://www.datos.gov.co/d/5gwr-9wyw,https://www.datos.gov.co/resource/5gwr-9wyw.json,07/23/2021 07:21:32 PM,09/28/2022 10:49:36 PM,www.datos.gov.co,true,108,9,7,,datosabiertos@mintic.gov.co,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,https://www.datos.gov.co/d/g4ch-dnpp,,,g4ch-dnpp,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2021-07-02,Dirección de Gobierno en línea ,Bogotá D.C.,,Mensual,Español,,Nacional,
karz-ix3f,Reporte Directiva de Austeridad x Sector,Ministerio de Tecnologías de la Información y las Comunicaciones,r4qn-dwdd,published,private,not_ready,official,filter,Gastos Gubernamentales,,https://www.datos.gov.co/d/karz-ix3f,https://www.datos.gov.co/resource/karz-ix3f.json,03/29/2019 07:40:16 PM,05/17/2019 08:38:33 PM,www.datos.gov.co,true,301,29,24,,,Creative Commons Attribution | Share Alike 4.0 International,Presidencia de la República,https://austeridad.gov.co/,,,xmfi-vufk,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2019-03-24,Agencia Nacional Digital,Bogotá D.C.,,Trimestral,Español,,Nacional,
muqi-ijt7,5. Tablero Brecha de pertinencia – Participación del sector productivo -  Estudio de identificación de brechas de capital humano para el sector TIC (Slide 6),lmedina,em8d-zexv,published,public,approved,official,dataset,"Ciencia, Tecnología e Innovación",,https://www.datos.gov.co/d/muqi-ijt7,https://www.datos.gov.co/resource/muqi-ijt7.json,09/14/2020 04:58:26 PM,09/17/2020 12:48:59 AM,www.datos.gov.co,false,118,21,149,4,sebastian.pantoja@ipsos.com,,,https://www.datos.gov.co/d/muqi-ijt7,,,,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2019-12-27,Contratista: Unión Temporal Ipsos - Ítaca,Bogotá D.C.,,Trienio,Español,,Nacional,
snje-38e4,Zonas Digitales urbanas en el Valle del Cauca basado en Conjunto de Datos Mintic,Alcaldía de Tulua,aif7-frcv,published,public,approved,official,chart,"Ciencia, Tecnología e Innovación",,https://www.datos.gov.co/d/snje-38e4,https://www.datos.gov.co/resource/snje-38e4.json,07/19/2022 06:12:49 PM,02/21/2023 04:12:02 PM,www.datos.gov.co,true,145,1,,,,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,https://www.datos.gov.co/d/wg2u-d8ji,,,wg2u-d8ji,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2021-01-15,Dirección de Infraestructura,Bogotá D.C.,,Mensual,Español,,Nacional,
45ev-seft,"índice de Impulso en el desarrollo de Territorios y Ciudades Inteligentes, Fusagasugá 2019-2020",oeduarte,gmwx-5xcj,published,public,approved,official,filter,"Ciencia, Tecnología e Innovación","gobierno digital,índice de gobierno digital,tecnología,furag,gobierno abierto",https://www.datos.gov.co/d/45ev-seft,https://www.datos.gov.co/resource/45ev-seft.json,09/20/2021 01:43:45 PM,05/24/2022 10:03:16 PM,www.datos.gov.co,true,130,28,3,,,,,https://www.datos.gov.co/d/rtai-k9uh,,,rtai-k9uh,,,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,https://estrategia.gobiernoenlinea.gov.co/623/w3-propertyvalue-7650.html,Bogotá D.C.,,Nacional,,,,,,2020-09-22,Dirección de Gobierno Digital,Bogotá D.C.,,Anual,Español,,Municipal,https://estrategia.gobiernoenlinea.gov.co/623/w3-propertyvalue-14714.html
4vk3-rzfy,"Internet Móvil suscripción por proveedor, terminal y tecnologia",Ministerio TIC Oficina TI Gestión de Informacion,cw5t-ib5h,published,public,approved,official,dataset,"Ciencia, Tecnología e Innovación","acceso móvil a internet,suscripción",https://www.datos.gov.co/d/4vk3-rzfy,https://www.datos.gov.co/resource/4vk3-rzfy.json,05/31/2018 08:20:14 PM,02/27/2023 03:13:02 PM,www.datos.gov.co,false,2119,438,612,7,jrodriguez@mintic.gov.co,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,http://colombiatic.mintic.gov.co/,,,,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,http://colombiatic.mintic.gov.co/679/w3-multipropertyvalues-36345-36377.html,Bogotá D.C.,,Nacional,,,,,, 2018-04-04,Oficina Asesora de Planeación y Estudios Sectoriales,Bogotá D.C.,,Trimestral,Español,,Nacional,http://colombiatic.mintic.gov.co/679/w3-propertyvalue-36343.html
myzi-r7qv,1. Tablero Desempeño Actual del Talento Humano -  Estudio de identificación de brechas de capital humano para el sector TIC,lmedina,em8d-zexv,published,public,approved,official,dataset,"Ciencia, Tecnología e Innovación",brecha.,https://www.datos.gov.co/d/myzi-r7qv,https://www.datos.gov.co/resource/myzi-r7qv.json,09/14/2020 04:57:41 PM,09/17/2020 12:04:27 AM,www.datos.gov.co,false,446,85,8981,9,datosabiertos@mintic.gov.co,Creative Commons Attribution | Share Alike 4.0 International,Gobierno Digital,https://www.datos.gov.co/d/myzi-r7qv,,,,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2019-12-27,Gobierno Digital - Datos Abiertos,Bogotá D.C.,,Trienio,Español,,Nacional,
